"Brand","Position","Previous Position","Brand Value ($M)","Previous Brand Value ($M)","Rating","Previous Rating","Year","Previous Year"
"Deutsche Telekom",30,24,"39956.07","46259.32","AA+","AAA-",,
"Moutai",31,45,"39332.15","30470.29","AAA","AAA-",,
"PetroChina",32,33,"38028.10","36798.69","AAA-","AAA-",,
"Coca-Cola",33,38,"37934.97","36187.67","AAA+","AAA+",,
"Mitsubishi Group",34,57,"37652.00","26376.00","A+","A+",,
"McDonald's",35,43,"37448.65","31487.05","AAA","AAA+",,
"Taobao",36,23,"36986.44","46627.98","AAA-","AAA-",,
"NTT Group",37,28,"36351.00","41670.00","AA","AA+",,
"Bank of America",38,34,"35361.45","36686.75","AA+","AA+",,
"Nike",39,41,"34792.37","32420.96","AAA","AAA",,
"Porsche",40,47,"33911.04","29346.90","AAA-","AAA",,
"Sinopec",41,49,"33437.01","29146.91","AAA-","AAA-",,
"IBM",42,40,"33358.00","32853.76","AAA-","AAA-",,
"CITI",43,36,"33131.00","36407.00","AA+","AA+",,
"Honda",44,60,"33102.00","25744.00","AAA-","AA+",,
"Marlboro",45,39,"32671.00","33569.00","AA+","AA+",,
"Deloitte",46,46,"32470.84","29632.62","AAA+","AAA+",,
"Chase",47,37,"31249.53","36265.44","AA+","AAA-",,
"Tmall",48,35,"30651.99","36430.11","AAA-","AAA-",,
"UPS",49,48,"29481.70","29299.66","AAA-","AAA-",,
"American Express",50,53,"29160.48","27461.91","AAA-","AAA-",,
"Xfinity",51,54,"28828.36","27098.03","AA","AA",,
"UnitedHealthcare",52,44,"28323.55","30577.36","AA","AA",,
"Sumitomo Group",53,55,"27903.00","26694.00","A+","A+",,
"Intel",54,50,"27507.18","29113.13","AAA","AAA+",,
"VISA",55,52,"26856.39","27680.49","AAA","AAA",,
"Instagram",56,103,"26436.94","16737.50","AAA","AAA",,
"China Life",57,56,"25465.95","26636.96","AAA-","AAA",,
"accenture",58,58,"25293.52","26292.38","AAA-","AAA",,
"Allianz",59,68,"24837.77","23105.15","AAA-","AA+",,
"CSCEC",60,61,"24820.07","25672.90","AA-","AA-",,
"PWC",61,64,"24807.53","24892.52","AAA+","AAA+",,
"Lowe's",62,66,"24756.74","23937.52","AA+","AAA-",,
"Mitsui",63,80,"24338.00","21015.00","AA-","A+",,
"General Electric",64,51,"24204.55","28263.00","AAA-","AAA-",,
"EY",65,67,"23704.99","23221.93","AAA","AAA+",,
"Oracle",66,62,"23590.47","25276.92","AA","AA",,
"Cisco",67,74,"23321.80","21775.54","AA+","AA+",,
"BP",68,71,"23267.12","22675.41","AA","AA-",,
"CVS",69,78,"23182.46","21253.88","AA","AA+",,
"Total",70,63,"23156.65","25189.26","AA+","AA+",,
"FedEx",71,65,"22990.38","24231.95","AA+","AA+",,
"Netflix",72,79,"22944.70","21161.77","AAA-","AAA-",,
"China Merchants Bank",73,73,"22883.67","22480.13","AA+","AAA-",,
"J.P. Morgan",74,86,"22825.74","19796.85","AAA-","AA",,
"Boeing",75,42,"22749.28","32022.37","AAA-","AAA+",,
"Costco",76,101,"22603.51","17114.62","AA","AA",,
"SK Group",77,59,"21517.00","26096.00","AA-","AA-",,
"Wuliangye",78,107,"20872.01","16037.74","AAA-","AAA-",,
"Evergrande",79,84,"20552.42","20444.29","AA","AA+",,
"Nestle",80,87,"20308.63","19644.12","AAA-","AAA-",,
"Hyundai Group",81,82,"20148.00","20721.47","A+","AA-",,
"China Telecom",82,83,"20058.96","20635.61","AAA-","AAA-",,
"Siemens",83,75,"20056.55","21606.56","AAA","AAA-",,
"TATA Group",84,89,"20001.42","19559.49","AA+","AA+",,
"Mastercard",85,97,"19838.18","18292.76","AAA-","AAA-",,
"Bosch",86,69,"19595.56","22941.42","AA+","AAA-",,
"IKEA",87,76,"19498.79","21531.15","AAA-","AAA-",,
"HSBC",88,85,"19462.82","20188.77","AA-","AA-",,
"Spectrum",89,115,"19265.87","15412.51","AA","AA-",,
"Vodafone",90,77,"19120.55","21322.37","AA+","AA+",,
"Pepsi",91,94,"18921.74","18519.55","AAA","AAA",,
"Alibaba.com",92,119,"18818.92","14606.57","AA+","AA+",,
"Ford",93,92,"18515.00","18772.00","AA+","AA+",,
"AIA",94,114,"18190.82","15503.31","AAA-","AAA-",,
"Orange",95,81,"18130.55","21005.35","AA+","AA+",,
"Nissan",96,93,"17915.71","18752.66","AA+","AA",,
"Chevron",97,102,"17855.22","17054.01","AA","AA",,
"GUCCI",98,118,"17630.40","14662.01","AAA+","AAA",,
"Dell Technologies",99,70,"17630.00","22859.63","AA","AA+",,
"Santander",100,99,"17555.55","17449.02","AA+","AA+",,
"LG Group",101,95,"🔒","🔒","🔒","🔒",,
"Country Garden",102,105,"🔒","🔒","🔒","🔒",,
"KFC",103,129,"🔒","🔒","🔒","🔒",,
"Audi",104,88,"🔒","🔒","🔒","🔒",,
"Volvo",105,123,"🔒","🔒","🔒","🔒",,
"Anthem",106,128,"🔒","🔒","🔒","🔒",,
"SAP",107,113,"🔒","🔒","🔒","🔒",,
"Adidas",108,104,"🔒","🔒","🔒","🔒",,
"Louis Vuitton",109,127,"🔒","🔒","🔒","🔒",,
"YouTube",110,32,"🔒","🔒","🔒","🔒",,
"AXA",111,112,"🔒","🔒","🔒","🔒",,
"SoftBank",112,91,"🔒","🔒","🔒","🔒",,
"TD",113,124,"🔒","🔒","🔒","🔒",,
"Target",114,106,"🔒","🔒","🔒","🔒",,
"PayPal",115,135,"🔒","🔒","🔒","🔒",,
"au",116,98,"🔒","🔒","🔒","🔒",,
"RBC",117,100,"🔒","🔒","🔒","🔒",,
"ExxonMobil",118,132,"🔒","🔒","🔒","🔒",,
"Uber",119,72,"🔒","🔒","🔒","🔒",,
"Petronas",120,130,"🔒","🔒","🔒","🔒",,
"Bank of Communications",121,120,"🔒","🔒","🔒","🔒",,
"NBC",122,122,"🔒","🔒","🔒","🔒",,
"Cartier",123,126,"🔒","🔒","🔒","🔒",,
"Walgreens",124,109,"🔒","🔒","🔒","🔒",,
"KPMG",125,137,"🔒","🔒","🔒","🔒",,
"Universal",126,111,"🔒","🔒","🔒","🔒",,
"Capital One",127,121,"🔒","🔒","🔒","🔒",,
"ZARA",128,96,"🔒","🔒","🔒","🔒",,
"Hitachi",129,125,"🔒","🔒","🔒","🔒",,
"Aldi",130,176,"🔒","🔒","🔒","🔒",,
"Airbus",131,136,"🔒","🔒","🔒","🔒",,
"CPIC",132,169,"🔒","🔒","🔒","🔒",,
"Chevrolet",133,131,"🔒","🔒","🔒","🔒",,
"Shanghai Pudong Development Bank",134,133,"🔒","🔒","🔒","🔒",,
"H&M",135,110,"🔒","🔒","🔒","🔒",,
"Chanel",136,152,"🔒","🔒","🔒","🔒",,
"Postal Savings Bank",137,162,"🔒","🔒","🔒","🔒",,
"BNP Paribas",138,117,"🔒","🔒","🔒","🔒",,
"Sberbank",139,141,"🔒","🔒","🔒","🔒",,
"China CITIC Bank",140,138,"🔒","🔒","🔒","🔒",,
"NetEase",141,144,"🔒","🔒","🔒","🔒",,
"JD.com",142,154,"🔒","🔒","🔒","🔒",,
"UNIQLO",143,148,"🔒","🔒","🔒","🔒",,
"Sony",144,143,"🔒","🔒","🔒","🔒",,
"Lockheed Martin",145,163,"🔒","🔒","🔒","🔒",,
"Humana",146,181,"🔒","🔒","🔒","🔒",,
"Tesla",147,264,"🔒","🔒","🔒","🔒",,
"Lidl",148,207,"🔒","🔒","🔒","🔒",,
"Midea",149,140,"🔒","🔒","🔒","🔒",,
"Vanke",150,164,"🔒","🔒","🔒","🔒",,
"CRCC",151,116,"🔒","🔒","🔒","🔒",,
"JR",152,153,"🔒","🔒","🔒","🔒",,
"Optum",153,139,"🔒","🔒","🔒","🔒",,
"Hermès",154,165,"🔒","🔒","🔒","🔒",,
"Enel",155,180,"🔒","🔒","🔒","🔒",,
"L'Oréal",156,178,"🔒","🔒","🔒","🔒",,
"CBS",157,161,"🔒","🔒","🔒","🔒",,
"Panasonic",158,146,"🔒","🔒","🔒","🔒",,
"Greenland",159,167,"🔒","🔒","🔒","🔒",,
"ADNOC",160,208,"🔒","🔒","🔒","🔒",,
"Goldman Sachs",161,175,"🔒","🔒","🔒","🔒",,
"ING",162,155,"🔒","🔒","🔒","🔒",,
"CRECG",163,150,"🔒","🔒","🔒","🔒",,
"Warner Bros",164,134,"🔒","🔒","🔒","🔒",,
"ENGIE",165,179,"🔒","🔒","🔒","🔒",,
"PICC",166,199,"🔒","🔒","🔒","🔒",,
"Renault",167,159,"🔒","🔒","🔒","🔒",,
"Sephora",168,195,"🔒","🔒","🔒","🔒",,
"Johnson & Johnson",169,142,"🔒","🔒","🔒","🔒",,
"Hilton",170,244,"🔒","🔒","🔒","🔒",,
"Barclays",171,151,"🔒","🔒","🔒","🔒",,
"Airbnb",172,228,"🔒","🔒","🔒","🔒",,
"Industrial Bank",173,149,"🔒","🔒","🔒","🔒",,
"GEICO",174,209,"🔒","🔒","🔒","🔒",,
"Salesforce",175,239,"🔒","🔒","🔒","🔒",,
"booking.com",176,147,"🔒","🔒","🔒","🔒",,
"Marubeni",177,263,"🔒","🔒","🔒","🔒",,
"Scotiabank",178,158,"🔒","🔒","🔒","🔒",,
"DHL",179,160,"🔒","🔒","🔒","🔒",,
"Nokia",180,188,"🔒","🔒","🔒","🔒",,
"Sam's Club",181,183,"🔒","🔒","🔒","🔒",,
"China Everbright Bank",182,257,"🔒","🔒","🔒","🔒",,
"China Minsheng Bank",183,194,"🔒","🔒","🔒","🔒",,
"Movistar",184,171,"🔒","🔒","🔒","🔒",,
"Gree",185,250,"🔒","🔒","🔒","🔒",,
"Equinor",186,198,"🔒","🔒","🔒","🔒",,
"T.J. Maxx",187,279,"🔒","🔒","🔒","🔒",,
"BMO",188,184,"🔒","🔒","🔒","🔒",,
"Medtronic",189,191,"🔒","🔒","🔒","🔒",,
"BBVA",190,168,"🔒","🔒","🔒","🔒",,
"MUFG",191,156,"🔒","🔒","🔒","🔒",,
"Canon",192,172,"🔒","🔒","🔒","🔒",,
"Adobe",193,214,"🔒","🔒","🔒","🔒",,
"China Unicom",194,182,"🔒","🔒","🔒","🔒",,
"Eni",195,170,"🔒","🔒","🔒","🔒",,
"Sky",196,177,"🔒","🔒","🔒","🔒",,
"Longfor Properties",197,233,"🔒","🔒","🔒","🔒",,
"Lexus",198,190,"🔒","🔒","🔒","🔒",,
"Delta",199,185,"🔒","🔒","🔒","🔒",,
"UBS",200,173,"🔒","🔒","🔒","🔒",,
"HP",201,187,"🔒","🔒","🔒","🔒",,
"Poly Real Estate",202,230,"🔒","🔒","🔒","🔒",,
"Allstate",203,245,"🔒","🔒","🔒","🔒",,
"Ferrari",204,220,"🔒","🔒","🔒","🔒",,
"Baidu",205,90,"🔒","🔒","🔒","🔒",,
"Morgan Stanley",206,203,"🔒","🔒","🔒","🔒",,
"American Airlines",207,192,"🔒","🔒","🔒","🔒",,
"3M",208,210,"🔒","🔒","🔒","🔒",,
"Carrefour",209,193,"🔒","🔒","🔒","🔒",,
"HCA",210,327,"🔒","🔒","🔒","🔒",,
"Japan Post Holdings",211,197,"🔒","🔒","🔒","🔒",,
"Union Pacific",212,196,"🔒","🔒","🔒","🔒",,
"7-Eleven",213,186,"🔒","🔒","🔒","🔒",,
"Yili",214,256,"🔒","🔒","🔒","🔒",,
"Subaru",215,253,"🔒","🔒","🔒","🔒",,
"TSMC",216,200,"🔒","🔒","🔒","🔒",,
"Cognizant",217,213,"🔒","🔒","🔒","🔒",,
"Yahoo! Group",218,221,"🔒","🔒","🔒","🔒",,
"U.S. Bank",219,189,"🔒","🔒","🔒","🔒",,
"China Resources Land",220,317,"🔒","🔒","🔒","🔒",,
"Gillette",221,238,"🔒","🔒","🔒","🔒",,
"DBS",222,204,"🔒","🔒","🔒","🔒",,
"Etisalat",223,224,"🔒","🔒","🔒","🔒",,
"Fox",224,108,"🔒","🔒","🔒","🔒",,
"Tyson",225,274,"🔒","🔒","🔒","🔒",,
"Aetna",226,166,"🔒","🔒","🔒","🔒",,
"Progressive",227,262,"🔒","🔒","🔒","🔒",,
"John Deere",228,323,"🔒","🔒","🔒","🔒",,
"Zurich",229,229,"🔒","🔒","🔒","🔒",,
"United Airlines",230,217,"🔒","🔒","🔒","🔒",,
"ESPN",231,219,"🔒","🔒","🔒","🔒",,
"eBay",232,206,"🔒","🔒","🔒","🔒",,
"Woolworths",233,242,"🔒","🔒","🔒","🔒",,
"Generali Group",234,282,"🔒","🔒","🔒","🔒",,
"20th Century Studios",235,334,"🔒","🔒","🔒","🔒",,
"LIC",236,276,"🔒","🔒","🔒","🔒",,
"Corona",237,231,"🔒","🔒","🔒","🔒",,
"Telstra",238,174,"🔒","🔒","🔒","🔒",,
"Purina",239,234,"🔒","🔒","🔒","🔒",,
"stc",240,283,"🔒","🔒","🔒","🔒",,
"Subway",241,251,"🔒","🔒","🔒","🔒",,
"VINCI",242,252,"🔒","🔒","🔒","🔒",,
"CIBC",243,247,"🔒","🔒","🔒","🔒",,
"BASF",244,226,"🔒","🔒","🔒","🔒",,
"Rolex",245,243,"🔒","🔒","🔒","🔒",,
"LinkedIn",246,335,"🔒","🔒","🔒","🔒",,
"Danone",247,237,"🔒","🔒","🔒","🔒",,
"Canada Life",248,"-","🔒","🔒","🔒","🔒",,
"POWERCHINA",249,"-","🔒","🔒","🔒","🔒",,
"Rabobank",250,225,"🔒","🔒","🔒","🔒",,
"Metlife",251,249,"🔒","🔒","🔒","🔒",,
"Haier Group",252,"-","🔒","🔒","🔒","🔒",,
"Yanghe",253,201,"🔒","🔒","🔒","🔒",,
"PNC",254,216,"🔒","🔒","🔒","🔒",,
"Cigna",255,235,"🔒","🔒","🔒","🔒",,
"CHINA OVERSEAS LAND & INVEST",256,294,"🔒","🔒","🔒","🔒",,
"Land Rover",257,202,"🔒","🔒","🔒","🔒",,
"Roche",258,290,"🔒","🔒","🔒","🔒",,
"Gazprom",259,240,"🔒","🔒","🔒","🔒",,
"Dollar General",260,313,"🔒","🔒","🔒","🔒",,
"Sunac",261,285,"🔒","🔒","🔒","🔒",,
"BNSF",262,307,"🔒","🔒","🔒","🔒",,
"KEPCO",263,302,"🔒","🔒","🔒","🔒",,
"Reliance",264,325,"🔒","🔒","🔒","🔒",,
"Northrop Grumman",265,258,"🔒","🔒","🔒","🔒",,
"NIVEA",266,293,"🔒","🔒","🔒","🔒",,
"Enterprise",267,300,"🔒","🔒","🔒","🔒",,
"Société Générale",268,275,"🔒","🔒","🔒","🔒",,
"Honeywell",269,227,"🔒","🔒","🔒","🔒",,
"CNOOC",270,370,"🔒","🔒","🔒","🔒",,
"TIM",271,212,"🔒","🔒","🔒","🔒",,
"Aviva",272,308,"🔒","🔒","🔒","🔒",,
"Playstation",273,321,"🔒","🔒","🔒","🔒",,
"Brookfield",274,298,"🔒","🔒","🔒","🔒",,
"China Post",275,"-","🔒","🔒","🔒","🔒",,
"CRRC",276,246,"🔒","🔒","🔒","🔒",,
"Truist",277,"-","🔒","🔒","🔒","🔒",,
"Michelin",278,278,"🔒","🔒","🔒","🔒",,
"Qualcomm",279,268,"🔒","🔒","🔒","🔒",,
"Broadcom",280,222,"🔒","🔒","🔒","🔒",,
"Travelers",281,373,"🔒","🔒","🔒","🔒",,
"Infosys",282,315,"🔒","🔒","🔒","🔒",,
"Red Bull",283,267,"🔒","🔒","🔒","🔒",,
"Bell",284,248,"🔒","🔒","🔒","🔒",,
"Commonwealth Bank",285,259,"🔒","🔒","🔒","🔒",,
"Merrill",286,324,"🔒","🔒","🔒","🔒",,
"Philips",287,232,"🔒","🔒","🔒","🔒",,
"Bridgestone",288,288,"🔒","🔒","🔒","🔒",,
"Lloyds Bank",289,301,"🔒","🔒","🔒","🔒",,
"Heineken",290,299,"🔒","🔒","🔒","🔒",,
"Swiss Re",291,381,"🔒","🔒","🔒","🔒",,
"Credit Suisse",292,266,"🔒","🔒","🔒","🔒",,
"Pemex",293,205,"🔒","🔒","🔒","🔒",,
"Nippon Life Insurance",294,378,"🔒","🔒","🔒","🔒",,
"Hikvision",295,215,"🔒","🔒","🔒","🔒",,
"Dior",296,326,"🔒","🔒","🔒","🔒",,
"Suning",297,338,"🔒","🔒","🔒","🔒",,
"Emirates",298,329,"🔒","🔒","🔒","🔒",,
"Itaú",299,297,"🔒","🔒","🔒","🔒",,
"Valero",300,211,"🔒","🔒","🔒","🔒",,
"COACH",301,261,"🔒","🔒","🔒","🔒",,
"Publix",302,269,"🔒","🔒","🔒","🔒",,
"Kellogg's",303,305,"🔒","🔒","🔒","🔒",,
"Prudential (US)",304,270,"🔒","🔒","🔒","🔒",,
"Mizuho Financial Group",305,336,"🔒","🔒","🔒","🔒",,
"3",306,236,"🔒","🔒","🔒","🔒",,
"Poste Italiane",307,281,"🔒","🔒","🔒","🔒",,
"Bradesco",308,337,"🔒","🔒","🔒","🔒",,
"Capgemini",309,349,"🔒","🔒","🔒","🔒",,
"Youku",310,241,"🔒","🔒","🔒","🔒",,
"Chubb",311,348,"🔒","🔒","🔒","🔒",,
"Telus",312,292,"🔒","🔒","🔒","🔒",,
"Lego",313,303,"🔒","🔒","🔒","🔒",,
"E.Leclerc",314,393,"🔒","🔒","🔒","🔒",,
"Discover",315,332,"🔒","🔒","🔒","🔒",,
"Xiaomi",316,291,"🔒","🔒","🔒","🔒",,
"Intesa Sanpaolo",317,380,"🔒","🔒","🔒","🔒",,
"Ross Dress For Less",318,295,"🔒","🔒","🔒","🔒",,
"ADP",319,320,"🔒","🔒","🔒","🔒",,
"HPE",320,255,"🔒","🔒","🔒","🔒",,
"Budweiser",321,265,"🔒","🔒","🔒","🔒",,
"State Bank of India",322,344,"🔒","🔒","🔒","🔒",,
"Sherwin-Williams",323,419,"🔒","🔒","🔒","🔒",,
"Safran",324,328,"🔒","🔒","🔒","🔒",,
"Pampers",325,306,"🔒","🔒","🔒","🔒",,
"Daiwa House",326,357,"🔒","🔒","🔒","🔒",,
"Asda",327,368,"🔒","🔒","🔒","🔒",,
"O2",328,272,"🔒","🔒","🔒","🔒",,
"L&M",329,309,"🔒","🔒","🔒","🔒",,
"Estée Lauder",330,414,"🔒","🔒","🔒","🔒",,
"Telenor",331,360,"🔒","🔒","🔒","🔒",,
"Fresenius",332,286,"🔒","🔒","🔒","🔒",,
"Clinique",333,386,"🔒","🔒","🔒","🔒",,
"Kroger",334,367,"🔒","🔒","🔒","🔒",,
"Nescafé",335,346,"🔒","🔒","🔒","🔒",,
"PTT",336,359,"🔒","🔒","🔒","🔒",,
"Claro",337,347,"🔒","🔒","🔒","🔒",,
"Sprint",338,277,"🔒","🔒","🔒","🔒",,
"Pall Mall",339,362,"🔒","🔒","🔒","🔒",,
"Marriott",340,408,"🔒","🔒","🔒","🔒",,
"QNB",341,407,"🔒","🔒","🔒","🔒",,
"Tiffany & Co.",342,351,"🔒","🔒","🔒","🔒",,
"Southwest Airlines",343,311,"🔒","🔒","🔒","🔒",,
"Caterpillar",344,260,"🔒","🔒","🔒","🔒",,
"BT",345,223,"🔒","🔒","🔒","🔒",,
"NatWest",346,254,"🔒","🔒","🔒","🔒",,
"HDFC Bank",347,421,"🔒","🔒","🔒","🔒",,
"McLane",348,376,"🔒","🔒","🔒","🔒",,
"ABC",349,333,"🔒","🔒","🔒","🔒",,
"Lukoil",350,356,"🔒","🔒","🔒","🔒",,
"DXC Technology",351,372,"🔒","🔒","🔒","🔒",,
"CNBM",352,416,"🔒","🔒","🔒","🔒",,
"AutoZone",353,391,"🔒","🔒","🔒","🔒",,
"Viettel",354,482,"🔒","🔒","🔒","🔒",,
"BHP",355,345,"🔒","🔒","🔒","🔒",,
"Chow Tai Fook",356,451,"🔒","🔒","🔒","🔒",,
"Bud Light",357,287,"🔒","🔒","🔒","🔒",,
"CJ Group",358,449,"🔒","🔒","🔒","🔒",,
"MCC",359,284,"🔒","🔒","🔒","🔒",,
"Mahindra Group",360,397,"🔒","🔒","🔒","🔒",,
"McKinsey",361,342,"🔒","🔒","🔒","🔒",,
"Bouygues",362,316,"🔒","🔒","🔒","🔒",,
"Standard Chartered",363,371,"🔒","🔒","🔒","🔒",,
"Sysco",364,358,"🔒","🔒","🔒","🔒",,
"Guerlain",365,405,"🔒","🔒","🔒","🔒",,
"Domino's Pizza",366,319,"🔒","🔒","🔒","🔒",,
"ctrip.com",367,411,"🔒","🔒","🔒","🔒",,
"Crédit Agricole",368,350,"🔒","🔒","🔒","🔒",,
"Micron Technology",369,392,"🔒","🔒","🔒","🔒",,
"Carmax",370,383,"🔒","🔒","🔒","🔒",,
"Schlumberger",371,280,"🔒","🔒","🔒","🔒",,
"Rogers",372,310,"🔒","🔒","🔒","🔒",,
"Luzhou Laojiao",373,387,"🔒","🔒","🔒","🔒",,
"SFR",374,354,"🔒","🔒","🔒","🔒",,
"Pantene",375,406,"🔒","🔒","🔒","🔒",,
"Fubon Financial",376,418,"🔒","🔒","🔒","🔒",,
"FIS",377,"-","🔒","🔒","🔒","🔒",,
"Xbox",378,"-","🔒","🔒","🔒","🔒",,
"General Dynamics",379,339,"🔒","🔒","🔒","🔒",,
"Centene Corporation",380,433,"🔒","🔒","🔒","🔒",,
"Suzuki",381,409,"🔒","🔒","🔒","🔒",,
"Sprite",382,377,"🔒","🔒","🔒","🔒",,
"Circle K",383,390,"🔒","🔒","🔒","🔒",,
"Pizza Hut",384,389,"🔒","🔒","🔒","🔒",,
"Taco Bell",385,"-","🔒","🔒","🔒","🔒",,
"Nintendo",386,271,"🔒","🔒","🔒","🔒",,
"Prudential (UK)",387,322,"🔒","🔒","🔒","🔒",,
"Lenovo",388,340,"🔒","🔒","🔒","🔒",,
"VMWARE",389,424,"🔒","🔒","🔒","🔒",,
"Lay's",390,432,"🔒","🔒","🔒","🔒",,
"Esso",391,445,"🔒","🔒","🔒","🔒",,
"Mengniu",392,412,"🔒","🔒","🔒","🔒",,
"Victoria's Secret",393,289,"🔒","🔒","🔒","🔒",,
"Activision Blizzard",394,273,"🔒","🔒","🔒","🔒",,
"Saint-Gobain",395,353,"🔒","🔒","🔒","🔒",,
"Raytheon",396,379,"🔒","🔒","🔒","🔒",,
"Dunkin'",397,444,"🔒","🔒","🔒","🔒",,
"Rakuten",398,"-","🔒","🔒","🔒","🔒",,
"Coles",399,382,"🔒","🔒","🔒","🔒",,
"El Corte Inglés",400,361,"🔒","🔒","🔒","🔒",,
"CCCC",401,465,"🔒","🔒","🔒","🔒",,
"Bayer",402,331,"🔒","🔒","🔒","🔒",,
"Swisscom",403,343,"🔒","🔒","🔒","🔒",,
"Best Buy",404,"-","🔒","🔒","🔒","🔒",,
"Mobil",405,423,"🔒","🔒","🔒","🔒",,
"Marshalls",406,"-","🔒","🔒","🔒","🔒",,
"Thermo Fisher Scientific",407,352,"🔒","🔒","🔒","🔒",,
"Tokio Marine",408,417,"🔒","🔒","🔒","🔒",,
"ABB",409,218,"🔒","🔒","🔒","🔒",,
"SiriusXM",410,"-","🔒","🔒","🔒","🔒",,
"Royal Caribbean International",411,"-","🔒","🔒","🔒","🔒",,
"Dove",412,457,"🔒","🔒","🔒","🔒",,
"Bloomberg",413,491,"🔒","🔒","🔒","🔒",,
"Indian Oil",414,"-","🔒","🔒","🔒","🔒",,
"Aflac",415,455,"🔒","🔒","🔒","🔒",,
"Wrigley",416,429,"🔒","🔒","🔒","🔒",,
"CFLD",417,458,"🔒","🔒","🔒","🔒",,
"Express Scripts",418,"-","🔒","🔒","🔒","🔒",,
"CNRL",419,452,"🔒","🔒","🔒","🔒",,
"Burberry",420,434,"🔒","🔒","🔒","🔒",,
"Western Digital",421,369,"🔒","🔒","🔒","🔒",,
"HCL",422,438,"🔒","🔒","🔒","🔒",,
"Canadian National Railway",423,448,"🔒","🔒","🔒","🔒",,
"Crédit Mutuel",424,446,"🔒","🔒","🔒","🔒",,
"Dow",425,296,"🔒","🔒","🔒","🔒",,
"OCBC Bank",426,364,"🔒","🔒","🔒","🔒",,
"Caixa",427,493,"🔒","🔒","🔒","🔒",,
"Unicharm",428,"-","🔒","🔒","🔒","🔒",,
"Geely",429,341,"🔒","🔒","🔒","🔒",,
"Whole Foods",430,"-","🔒","🔒","🔒","🔒",,
"Iberdrola",431,"-","🔒","🔒","🔒","🔒",,
"ConocoPhillips",432,410,"🔒","🔒","🔒","🔒",,
"Telkom Indonesia",433,447,"🔒","🔒","🔒","🔒",,
"NAB",434,330,"🔒","🔒","🔒","🔒",,
"Macy's",435,385,"🔒","🔒","🔒","🔒",,
"BAE Systems",436,437,"🔒","🔒","🔒","🔒",,
"Dalian Wanda Commercial Properties",437,401,"🔒","🔒","🔒","🔒",,
"UOB",438,363,"🔒","🔒","🔒","🔒",,
"Nordea",439,365,"🔒","🔒","🔒","🔒",,
"Haidilao",440,"-","🔒","🔒","🔒","🔒",,
"Enbridge",441,"-","🔒","🔒","🔒","🔒",,
"McKesson",442,"-","🔒","🔒","🔒","🔒",,
"Phillips 66",443,403,"🔒","🔒","🔒","🔒",,
"Anta",444,"-","🔒","🔒","🔒","🔒",,
"Shinhan Financial Group",445,478,"🔒","🔒","🔒","🔒",,
"Carrier",446,486,"🔒","🔒","🔒","🔒",,
"ANZ",447,312,"🔒","🔒","🔒","🔒",,
"Munich RE",448,"-","🔒","🔒","🔒","🔒",,
"Garnier",449,466,"🔒","🔒","🔒","🔒",,
"Collins Aerospace",450,467,"🔒","🔒","🔒","🔒",,
"Nvidia",451,304,"🔒","🔒","🔒","🔒",,
"Leroy Merlin",452,"-","🔒","🔒","🔒","🔒",,
"Daikin",453,500,"🔒","🔒","🔒","🔒",,
"BUICK",454,375,"🔒","🔒","🔒","🔒",,
"Victoria",455,415,"🔒","🔒","🔒","🔒",,
"CSX",456,443,"🔒","🔒","🔒","🔒",,
